fold,site,n_train,n_test,train_time,infer_time,fold_time,years,model
20,113155_47122,2000,223,1.590565212070942,0.0708844754844904,1.6672875322401524,2018-2019,periodic_rbf
21,114001_45860,2000,236,1.585075855255127,0.0699653513729572,1.6626370437443256,2018-2019,periodic_rbf
22,115672_47955,2000,218,1.5785407703369856,0.0705883484333753,1.657281031832099,2018-2019,periodic_rbf
23,104476_48487,2000,216,1.5919438879936934,0.0689858198165893,1.6660158447921276,2018-2019,periodic_rbf
24,114270_47773,2000,211,1.6778410747647283,0.0709663778543472,1.7544225752353668,2018-2019,periodic_rbf
25,105103_48308,2000,198,1.5827390048652887,0.0702641494572162,1.6598799042403698,2018-2019,periodic_rbf
26,106557_45648,2000,235,1.5852569565176964,0.0706645771861076,1.661411641165614,2018-2019,periodic_rbf
27,113484_47177,2000,728,1.5998729914426804,0.0708826724439859,1.675863774493337,2018-2019,periodic_rbf
0,115553_48392,4000,726,2.723660728195682,0.105632591061294,3.0763017279095948,2018-2019,
1,114021_46842,4000,727,1.3694325601682067,0.0655035600066185,1.4751636099535972,2018-2019,
2,114158_46244,4000,715,1.8361849158536645,0.0770770490635186,1.920151530997828,2018-2019,
3,115324_47594,4000,719,1.8878822240512816,0.1007881569676101,2.0050927239935845,2018-2019,
4,112501_46003,4000,730,1.8715094910003245,0.1025642389431595,1.9967725977767257,2018-2019,
5,111092_44658,4000,721,1.9456068279687315,0.1148403380066156,2.0864878850989044,2018-2019,
6,112013_46659,4000,730,1.86290197307244,0.0627077280078083,1.937568180030212,2018-2019,
7,111303_47494,4000,727,1.292797027155757,0.0637669491115957,1.3670178540050983,2018-2019,
8,111056_45684,4000,710,1.3558779649902135,0.0624465681612491,1.437512497184798,2018-2019,
9,114224_47013,4000,697,1.3508427608758211,0.0625186271499842,1.4214929940644652,2018-2019,
10,105370_45440,4000,728,1.310523180058226,0.0633045379072427,1.3804694428108633,2018-2019,
11,106490_45366,4000,707,1.3482006769627333,0.0624663780909031,1.418667842168361,2018-2019,
12,114189_48364,4000,726,1.361750337993726,0.0621185468044132,1.4297691499814391,2018-2019,
13,111987_46850,4000,728,1.3079250259324908,0.0627142081502825,1.375871357973665,2018-2019,
14,109455_47049,4000,724,1.3356689871288836,0.062986277975142,1.4050999991595745,2018-2019,
15,107862_48318,4000,726,1.3638832580763849,0.0627855779603123,1.4352039720397445,2018-2019,
16,104677_47868,4000,704,1.357530183158815,0.0616776670794934,1.424922393867746,2018-2019,
17,108720_47582,4000,222,1.365017447853461,0.0645328890532255,1.435553921153769,2018-2019,
18,113997_48510,4000,221,1.280620233854279,0.0625468571670353,1.3491435549221933,2018-2019,
19,111712_46826,4000,147,1.2991408370435238,0.0628842068836093,1.3701583510264754,2018-2019,
20,113155_47122,4000,223,1.293869303073734,0.062988898018375,1.365474377060309,2018-2019,
21,114001_45860,4000,236,1.338205836014822,0.0643133090343326,1.4077737189363688,2018-2019,
22,115672_47955,4000,218,1.327848228160292,0.0624913570936769,1.3977919099852445,2018-2019,
23,104476_48487,4000,216,1.286242256173864,0.0625775379594415,1.3555008491966871,2018-2019,
24,114270_47773,4000,211,1.2986778751946986,0.0616850461810827,1.3665785861667246,2018-2019,
25,105103_48308,4000,198,1.297122433083132,0.0616085571236908,1.3665104061365128,2018-2019,
26,106557_45648,4000,235,1.295343820936978,0.0625846979673951,1.362754362868145,2018-2019,
27,113484_47177,4000,728,1.3402225351892412,0.0618034380022436,1.4090446480549872,2018-2019,
28,115195_48971,4000,78,1.296462242025882,0.0611060159280896,1.365698104025796,2018-2019,
29,109677_48551,4000,203,1.303799857152626,0.0629495370667427,1.3717101679649204,2018-2019,
30,112364_48607,4000,185,1.3508389119524509,0.0633417179342359,1.4205525151919574,2018-2019,
31,114096_46927,4000,6,1.2963115808088332,0.0619231360033154,1.3655468521174043,2018-2019,
0,115553_48392,4000,726,2.542013807920739,0.0784308400470763,2.924207410076633,2018-2019,
1,114021_46842,4000,727,1.295143435942009,0.0658142419997602,1.3753884388133883,2018-2019,
2,114158_46244,4000,715,1.3862581001594665,0.0665288099553436,1.4652106000576168,2018-2019,
3,115324_47594,4000,719,1.728913219179958,0.1013248898088932,1.8409087259788064,2018-2019,
4,112501_46003,4000,730,1.7961037948261946,0.1045545081142336,1.9082651119679213,2018-2019,
5,111092_44658,4000,721,1.814785277005285,0.1006700159050524,1.923382801003754,2018-2019,
6,112013_46659,4000,730,1.829394486965612,0.1020007419865578,1.9386949900072068,2018-2019,
7,111303_47494,4000,727,1.8434902681037784,0.1013475260697305,1.9504172820597887,2018-2019,
8,111056_45684,4000,710,1.5690951470751315,0.0609028080943971,1.635272254003212,2018-2019,
9,114224_47013,4000,697,1.4091355609707534,0.062746190931648,1.4785570751409978,2018-2019,
10,105370_45440,4000,728,1.3305030181072652,0.0637732590548694,1.399749576114118,2018-2019,
11,106490_45366,4000,707,1.328417300945148,0.0618012361228466,1.3957705460488796,2018-2019,
12,114189_48364,4000,726,1.3295549810864031,0.0619973568245768,1.397367126075551,2018-2019,
13,111987_46850,4000,728,1.323344730073586,0.0624547859188169,1.3909058459103107,2018-2019,
14,109455_47049,4000,724,1.3300402672030032,0.0635293920058757,1.3986173591110855,2018-2019,
15,107862_48318,4000,726,1.3296180651523173,0.0611853420268744,1.3955302578397095,2018-2019,
16,104677_47868,4000,704,1.4587013870477676,0.0622302780393511,1.5257325570564717,2018-2019,
17,108720_47582,4000,222,1.332171715097502,0.0627179080620408,1.3998335630167276,2018-2019,
18,113997_48510,4000,221,1.3324984679929912,0.0627204079646617,1.400283285882324,2018-2019,
19,111712_46826,4000,147,1.3321632239967585,0.0616549421101808,1.4000042020343244,2018-2019,
20,113155_47122,4000,223,1.3318149300757796,0.0631863770540803,1.4000794768799096,2018-2019,
21,114001_45860,4000,236,1.342712022131309,0.062635000096634,1.4100839428137988,2018-2019,
22,115672_47955,4000,218,1.335363055113703,0.0619489140808582,1.4022854699287564,2018-2019,
23,104476_48487,4000,216,1.3308942059520632,0.0628753209020942,1.4004699909128249,2018-2019,
24,114270_47773,4000,211,1.3314218178857118,0.0624092530924826,1.3989478920120746,2018-2019,
25,105103_48308,4000,198,1.349196924827993,0.0624964330345392,1.4164422610774636,2018-2019,
26,106557_45648,4000,235,1.3346091338898989,0.0629110119771212,1.4035538828466088,2018-2019,
27,113484_47177,4000,728,1.3345647798851132,0.061737917130813,1.4012774981092662,2018-2019,
28,115195_48971,4000,78,1.3334544859826565,0.0616045189090073,1.4023751569911838,2018-2019,
29,109677_48551,4000,203,1.3316358781885356,0.0630859138909727,1.400034261867404,2018-2019,
30,112364_48607,4000,185,1.333208145806566,0.0620685778558254,1.4002277560066432,2018-2019,
31,114096_46927,4000,6,1.3308972180821002,0.0623194880317896,1.3983834269456563,2018-2019,
0,115553_48392,10000,726,3.714798081899062,0.1707643100526183,4.199490217026323,2018-2019,
1,114021_46842,10000,727,2.440714705036953,0.1464113451074808,2.600549761904404,2018-2019,
2,114158_46244,10000,715,2.456236354075372,0.1547785298898816,2.6201752088963985,2018-2019,
3,115324_47594,10000,719,2.429441667161882,0.1509518439415842,2.5888832360506058,2018-2019,
4,112501_46003,10000,730,2.4440358369611204,0.158770709997043,2.609293253161013,2018-2019,
5,111092_44658,10000,721,2.458208356052637,0.1483273569028824,2.615198937943205,2018-2019,
6,112013_46659,10000,730,2.476572975050658,0.1589148610364645,2.6431346610188484,2018-2019,
7,111303_47494,10000,727,2.4504740959964693,0.1511568059213459,2.608218488981948,2018-2019,
8,111056_45684,10000,710,2.4448329170700163,0.1521696159616112,2.6045332287903875,2018-2019,
9,114224_47013,10000,697,2.4406555180903524,0.1514164560940116,2.5985945709981024,2018-2019,
10,105370_45440,10000,728,2.438082297099754,0.1493116479832679,2.594155031023547,2018-2019,
11,106490_45366,10000,707,2.439299964113161,0.1474454100243747,2.5952266899403185,2018-2019,
12,114189_48364,10000,726,2.427248808089644,0.1501338190864771,2.5861536420416087,2018-2019,
13,111987_46850,10000,728,2.436914599966258,0.1558367360848933,2.5996523131616414,2018-2019,
14,109455_47049,10000,724,2.41628139000386,0.1554927669931203,2.579779223073274,2018-2019,
15,107862_48318,10000,726,2.424953681882471,0.1503411000594496,2.582241406897083,2018-2019,
16,104677_47868,10000,704,2.416445054113865,0.1568423069547861,2.579148316988721,2018-2019,
17,108720_47582,10000,222,2.4063599759247154,0.1582280769944191,2.572538759093732,2018-2019,
18,113997_48510,10000,221,2.4123509200289845,0.151778751052916,2.570929727051407,2018-2019,
19,111712_46826,10000,147,2.398144856095314,0.1445908250752836,2.550679665990174,2018-2019,
20,113155_47122,10000,223,2.4028153989929706,0.1537537700496614,2.563494076021016,2018-2019,
21,114001_45860,10000,236,2.4244460850022733,0.1508918921463191,2.5820543440058827,2018-2019,
22,115672_47955,10000,218,2.421049954136833,0.1525538619607687,2.5809747921302915,2018-2019,
23,104476_48487,10000,216,2.4258366390131414,0.155566711211577,2.589023997075856,2018-2019,
24,114270_47773,10000,211,2.414677663007751,0.148466913960874,2.569008363876492,2018-2019,
25,105103_48308,10000,198,2.4179741081316024,0.1529173129238188,2.576773887965828,2018-2019,
26,106557_45648,10000,235,2.423549780854956,0.1558186919428408,2.58528798003681,2018-2019,
27,113484_47177,10000,728,2.418051802087575,0.1484605749137699,2.574515651911497,2018-2019,
28,115195_48971,10000,78,2.4160133888944983,0.1429317989386618,2.5669691138900816,2018-2019,
29,109677_48551,10000,203,2.4195074720773846,0.1540780048817396,2.579475034028292,2018-2019,
30,112364_48607,10000,185,2.418009481858462,0.1561367639806121,2.581114971777424,2018-2019,
31,114096_46927,10000,6,2.416984118986875,0.1559550950769335,2.580909880110994,2018-2019,
0,115553_48392,4000,726,3.2081486040260643,0.0995189191307872,3.570100951939821,2018-2019,periodic_rbf
1,114021_46842,4000,727,2.0092453518882394,0.0811389810405671,2.1070093910675496,2018-2019,periodic_rbf
2,114158_46244,4000,715,2.02034703292884,0.0808054509107023,2.113674432039261,2018-2019,periodic_rbf
3,115324_47594,4000,719,2.0156661241780967,0.0806268809828907,2.10746228392236,2018-2019,periodic_rbf
4,112501_46003,4000,730,2.0248151049017906,0.0776608018204569,2.108877575956285,2018-2019,periodic_rbf
5,111092_44658,4000,721,1.9968626298941672,0.0795989909674972,2.0841065000277013,2018-2019,periodic_rbf
6,112013_46659,4000,730,2.048987565096468,0.0776440221816301,2.132807516027242,2018-2019,periodic_rbf
7,111303_47494,4000,727,2.0088006309233606,0.0775252820458263,2.094791761832312,2018-2019,periodic_rbf
8,111056_45684,4000,710,1.9681599871255453,0.0782396220602095,2.056005666963756,2018-2019,periodic_rbf
9,114224_47013,4000,697,1.9683496467769144,0.0784029320348054,2.053278618957848,2018-2019,periodic_rbf
10,105370_45440,4000,728,1.947591002099216,0.0817109609488397,2.035113403107971,2018-2019,periodic_rbf
11,106490_45366,4000,707,1.9406795639079064,0.0803208008874207,2.031719494145364,2018-2019,periodic_rbf
12,114189_48364,4000,726,1.9418291749898344,0.0808655410073697,2.0294555951841176,2018-2019,periodic_rbf
13,111987_46850,4000,728,1.9445721260271969,0.0811885809525847,2.0314717770088464,2018-2019,periodic_rbf
14,109455_47049,4000,724,1.939001388149336,0.0799558421131223,2.02448173915036,2018-2019,periodic_rbf
15,107862_48318,4000,726,1.9432896689977497,0.0814804809633642,2.030600108904764,2018-2019,periodic_rbf
16,104677_47868,4000,704,1.986875905888155,0.0793312818277627,2.0722756769973785,2018-2019,periodic_rbf
17,108720_47582,4000,222,1.9979675759095696,0.0787079320289194,2.0853665969334543,2018-2019,periodic_rbf
18,113997_48510,4000,221,1.9924526680260897,0.0799342109821736,2.078711908077821,2018-2019,periodic_rbf
19,111712_46826,4000,147,1.999119248939678,0.0772268520668149,2.081850660033524,2018-2019,periodic_rbf
20,113155_47122,4000,223,2.001682939939201,0.0783596120309084,2.085539360996336,2018-2019,periodic_rbf
21,114001_45860,4000,236,2.007891990011558,0.0806515021249651,2.096450201002881,2018-2019,periodic_rbf
22,115672_47955,4000,218,1.966998156160116,0.0795009818393737,2.0565902770031244,2018-2019,periodic_rbf
23,104476_48487,4000,216,1.952127808937803,0.0814213720150291,2.0398051398806274,2018-2019,periodic_rbf
24,114270_47773,4000,211,1.9391795720439404,0.0812631419394165,2.0259023029357195,2018-2019,periodic_rbf
25,105103_48308,4000,198,1.9420891609042883,0.0798759029712528,2.028086923994124,2018-2019,periodic_rbf
26,106557_45648,4000,235,1.9424569332040849,0.0807731428649276,2.0303874951787293,2018-2019,periodic_rbf
27,113484_47177,4000,728,1.9450867748819287,0.0803540421184152,2.0326326759532094,2018-2019,periodic_rbf
28,115195_48971,4000,78,1.943160275928676,0.0809987720567733,2.0329534970223904,2018-2019,periodic_rbf
29,109677_48551,4000,203,1.933073238003999,0.0787801619153469,2.018205259926617,2018-2019,periodic_rbf
30,112364_48607,4000,185,1.949332087999209,0.0824010020587593,2.037778889061883,2018-2019,periodic_rbf
31,114096_46927,4000,6,1.948130668140948,0.0806616730988025,2.035035830922425,2018-2019,periodic_rbf
0,115553_48392,10000,726,6.487267217133194,0.174547609873116,6.928185947006568,2018-2019,
1,114021_46842,10000,727,5.012846644036472,0.1606200500391423,5.189746774034575,2018-2019,
2,114158_46244,10000,715,5.031363097950816,0.1642817300744354,5.208163407864049,2018-2019,
3,115324_47594,10000,719,4.977672590874136,0.1583343399688601,5.147937180940062,2018-2019,
4,112501_46003,10000,730,5.029484614031389,0.1589094100054353,5.195704044075683,2018-2019,
5,111092_44658,10000,721,4.988380237948149,0.1590256302151829,5.158153668045998,2018-2019,
6,112013_46659,10000,730,5.104499781038612,0.1639132599812001,5.279333730926737,2018-2019,
7,111303_47494,10000,727,4.928938813973218,0.1589904308784753,5.097139904042706,2018-2019,
8,111056_45684,10000,710,4.936555415857583,0.1603175608906895,5.107625748030841,2018-2019,
9,114224_47013,10000,697,4.967431769007817,0.1599883108865469,5.137357030063868,2018-2019,
10,105370_45440,10000,728,4.973343373043463,0.1583242299966514,5.142848232993856,2018-2019,
11,106490_45366,10000,707,4.906469036126509,0.1589214408304542,5.0755642568692565,2018-2019,
12,114189_48364,10000,726,4.95179383805953,0.1578569810371846,5.122125428868458,2018-2019,
13,111987_46850,10000,728,5.0080195320770144,0.1616087411530316,5.176924662897363,2018-2019,
14,109455_47049,10000,724,4.998627194901928,0.1600789208896458,5.169620816130191,2018-2019,
15,107862_48318,10000,726,4.958284857915714,0.1610406511463225,5.127858508145437,2018-2019,
16,104677_47868,10000,704,4.984109811019152,0.1622164009604603,5.15675557195209,2018-2019,
17,108720_47582,10000,222,4.952624133089557,0.1639611211139708,5.124106453964487,2018-2019,
18,113997_48510,10000,221,4.940491664921865,0.1617145121563226,5.1093725468963385,2018-2019,
19,111712_46826,10000,147,4.912778788013384,0.1582293719984591,5.079295699950308,2018-2019,
20,113155_47122,10000,223,4.935811911011115,0.1628065619152039,5.106208252953365,2018-2019,
21,114001_45860,10000,236,4.933926713187248,0.1612485218793153,5.103620585054159,2018-2019,
22,115672_47955,10000,218,4.9034346959088,0.1617714220192283,5.075344647979364,2018-2019,
23,104476_48487,10000,216,4.96181418793276,0.164813342038542,5.134054600959644,2018-2019,
24,114270_47773,10000,211,4.875237990170717,0.1549439721275121,5.038723611971363,2018-2019,
25,105103_48308,10000,198,4.937177814077586,0.1638565419707447,5.108481016941369,2018-2019,
26,106557_45648,10000,235,4.982264996971935,0.1604774920269847,5.152920838911086,2018-2019,
27,113484_47177,10000,728,4.941086480161175,0.1618449417874217,5.109307842096314,2018-2019,
28,115195_48971,10000,78,4.861470720963553,0.1585098919458687,5.029425573069602,2018-2019,
29,109677_48551,10000,203,4.985256254905835,0.1612476429436355,5.152842937968671,2018-2019,
30,112364_48607,10000,185,5.002568687079474,0.1619844529777765,5.172806829912588,2018-2019,
31,114096_46927,10000,6,4.965633660089225,0.1640279619023203,5.137842441909015,2018-2019,
0,115553_48392,1000,726,2.6850234079174697,0.131893248995766,3.0597967519424856,2018-2019,seasonal_interaction
1,114021_46842,1000,727,1.6120111409109086,0.0901462459005415,1.7100415769964457,2018-2019,seasonal_interaction
2,114158_46244,1000,715,1.6088121600914749,0.0820562550798058,1.6988643559161574,2018-2019,seasonal_interaction
3,115324_47594,1000,719,1.611491140909493,0.0878748949617147,1.704444546950981,2018-2019,seasonal_interaction
4,112501_46003,1000,730,1.6080653010867536,0.0903279751073569,1.7049693560693413,2018-2019,seasonal_interaction
5,111092_44658,1000,721,1.6065316000021994,0.0847878761123865,1.6970671659801155,2018-2019,seasonal_interaction
6,112013_46659,1000,730,1.6120696109719574,0.0871146561112254,1.704124636948109,2018-2019,seasonal_interaction
7,111303_47494,1000,727,1.6080896009225398,0.0854855750221759,1.6992274560034275,2018-2019,seasonal_interaction
8,111056_45684,1000,710,1.605535419890657,0.0873903548344969,1.699482365977019,2018-2019,seasonal_interaction
9,114224_47013,1000,697,1.6072629110421983,0.0873477449640631,1.699979725992307,2018-2019,seasonal_interaction
10,105370_45440,1000,728,1.6079978998750448,0.081599375931546,1.694567346945405,2018-2019,seasonal_interaction
11,106490_45366,1000,707,1.6093288408592343,0.0884979248512536,1.7032052061986178,2018-2019,seasonal_interaction
12,114189_48364,1000,726,1.6078929000068456,0.0830877560656517,1.6965699561405927,2018-2019,seasonal_interaction
13,111987_46850,1000,728,1.6074308711104095,0.0835851950105279,1.696326436009258,2018-2019,seasonal_interaction
14,109455_47049,1000,724,1.5715307081118226,0.0869728049729019,1.6635073339566588,2018-2019,seasonal_interaction
15,107862_48318,1000,726,1.4828664530068636,0.083933904999867,1.5716749778948724,2018-2019,seasonal_interaction
16,104677_47868,1000,704,1.4810437830165029,0.0849267349112778,1.5727563980035484,2018-2019,seasonal_interaction
17,108720_47582,1000,222,1.4819732529576868,0.0814617339055985,1.5683302278630435,2018-2019,seasonal_interaction
18,113997_48510,1000,221,1.4839595931116492,0.0817077148240059,1.5706461779773235,2018-2019,seasonal_interaction
19,111712_46826,1000,147,1.484877492999658,0.0862222251016646,1.5763723182026297,2018-2019,seasonal_interaction
20,113155_47122,1000,223,1.4835015831049532,0.0837625749409198,1.5721189179457724,2018-2019,seasonal_interaction
21,114001_45860,1000,236,1.4768519320059568,0.0846278648823499,1.5683869081549346,2018-2019,seasonal_interaction
22,115672_47955,1000,218,1.4852857019286605,0.0849600061774253,1.5758724389597774,2018-2019,seasonal_interaction
23,104476_48487,1000,216,1.4853051928803325,0.0873722261749208,1.5774917791131884,2018-2019,seasonal_interaction
24,114270_47773,1000,211,1.4793971630278977,0.0855962650384754,1.5708826079498976,2018-2019,seasonal_interaction
25,105103_48308,1000,198,1.4754242729395628,0.0828786750789731,1.5632330279331654,2018-2019,seasonal_interaction
26,106557_45648,1000,235,1.478695253143087,0.084286225028336,1.5677960780449212,2018-2019,seasonal_interaction
27,113484_47177,1000,728,1.4843491518404337,0.0846645759884268,1.5740011690650135,2018-2019,seasonal_interaction
28,115195_48971,1000,78,1.484636012930423,0.0884552150964737,1.57799615804106,2018-2019,seasonal_interaction
29,109677_48551,1000,203,1.4857733331155032,0.083602475002408,1.5755103179253638,2018-2019,seasonal_interaction
30,112364_48607,1000,185,1.4853807329200208,0.0854519749991595,1.5757808480411768,2018-2019,seasonal_interaction
31,114096_46927,1000,6,1.4867796630132943,0.0850927249994129,1.5776466578245163,2018-2019,seasonal_interaction
0,115553_48392,10000,726,16.831064781872556,0.911971400026232,17.99123403104022,2018-2019,seasonal_interaction
1,114021_46842,10000,727,15.828502319054678,0.8705675699748099,16.710828848881647,2018-2019,seasonal_interaction
2,114158_46244,10000,715,15.844166443916038,0.8603114050347358,16.71766238193959,2018-2019,seasonal_interaction
3,115324_47594,10000,719,15.700495730852708,0.7758281929418445,16.486880359938368,2018-2019,seasonal_interaction
4,112501_46003,10000,730,15.780651355162263,0.8568754920270294,16.646599518833682,2018-2019,seasonal_interaction
5,111092_44658,10000,721,15.826478010043502,0.8572707178536803,16.694890463957563,2018-2019,seasonal_interaction
6,112013_46659,10000,730,15.599920860026032,0.8583326970692724,16.464653842151165,2018-2019,seasonal_interaction
7,111303_47494,10000,727,15.81166511704214,0.7946519150864333,16.614746450912207,2018-2019,seasonal_interaction
8,111056_45684,10000,710,15.887083458015695,0.8100679409690201,16.707014730898663,2018-2019,seasonal_interaction
9,114224_47013,10000,697,15.68835216294974,0.8216302078217268,16.519916101824492,2018-2019,seasonal_interaction
10,105370_45440,10000,728,15.842166115995497,0.7878197911195457,16.636858010897413,2018-2019,seasonal_interaction
11,106490_45366,10000,707,15.643426690017805,0.8099894018378109,16.463738893158734,2018-2019,seasonal_interaction
12,114189_48364,10000,726,15.632878032978624,0.7672773129306734,16.407049980014563,2018-2019,seasonal_interaction
13,111987_46850,10000,728,15.853788980050012,0.8262223780620843,16.689010156085715,2018-2019,seasonal_interaction
14,109455_47049,10000,724,15.871273332973942,0.8085869210772216,16.68872411106713,2018-2019,seasonal_interaction
15,107862_48318,10000,726,15.885558316018432,0.8308465429581702,16.725769616896287,2018-2019,seasonal_interaction
16,104677_47868,10000,704,15.935245173983276,0.8785192898940295,16.8205142559018,2018-2019,seasonal_interaction
17,108720_47582,10000,222,15.891440314939246,0.8415425519924611,16.741832792991772,2018-2019,seasonal_interaction
18,113997_48510,10000,221,15.615219752071425,0.8769678859971464,16.498965909937397,2018-2019,seasonal_interaction
19,111712_46826,10000,147,15.846463418798521,0.82442058599554,16.68020874192007,2018-2019,seasonal_interaction
20,113155_47122,10000,223,15.751446040114388,0.8380371720995754,16.596192262833938,2018-2019,seasonal_interaction
21,114001_45860,10000,236,16.01778698898852,0.8564767360221595,16.882194697856903,2018-2019,seasonal_interaction
22,115672_47955,10000,218,15.839705358957872,0.8981885891407728,16.74581086100079,2018-2019,seasonal_interaction
23,104476_48487,10000,216,15.698320552008227,0.7815165261272341,16.490098325069994,2018-2019,seasonal_interaction
24,114270_47773,10000,211,15.74682908412069,0.7971235180739313,16.55080565297976,2018-2019,seasonal_interaction
25,105103_48308,10000,198,15.555488923098892,0.8244823489803821,16.387881023809314,2018-2019,seasonal_interaction
26,106557_45648,10000,235,15.620276270899922,0.779148668050766,16.406280290102586,2018-2019,seasonal_interaction
27,113484_47177,10000,728,16.016345085110515,0.82867287308909,16.852403058903292,2018-2019,seasonal_interaction
28,115195_48971,10000,78,15.701510102953762,0.817980675958097,16.528252342017367,2018-2019,seasonal_interaction
29,109677_48551,10000,203,15.917292597005144,0.8381188670173287,16.76331617613323,2018-2019,seasonal_interaction
30,112364_48607,10000,185,15.763616750016809,0.8361903538461775,16.60863037710078,2018-2019,seasonal_interaction
31,114096_46927,10000,6,15.687998326029629,0.8146741660311818,16.51106095314026,2018-2019,seasonal_interaction
